id,artist,name,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,crit_acclaim
5J4ZkQpzMUFojo1CtAZYpn,Ariana Grande,Love Me Harder,76,0.00937,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,0.47200000000000003,236133,0.7140000000000001,0.0,1,0.0764,-4.388999999999999,0,0.0334,98.992,4,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,audio_features,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.24,1
1SpTr5lNWTT1CzknrMF1mq,Angel Olsen,Lights Out,42,0.038,https://api.spotify.com/v1/audio-analysis/1SpTr5lNWTT1CzknrMF1mq,0.46,267467,0.43799999999999994,6.29e-05,4,0.11199999999999999,-8.317,1,0.034,127.365,4,https://api.spotify.com/v1/tracks/1SpTr5lNWTT1CzknrMF1mq,audio_features,spotify:track:1SpTr5lNWTT1CzknrMF1mq,0.24600000000000002,1
0gBrJS89BL4r8rqjDEzbtp,Ariel Pink,Put Your Number in My Phone,48,0.0493,https://api.spotify.com/v1/audio-analysis/0gBrJS89BL4r8rqjDEzbtp,0.419,172827,0.866,0.344,10,0.14,-3.1889999999999996,0,0.0342,149.89700000000002,4,https://api.spotify.com/v1/tracks/0gBrJS89BL4r8rqjDEzbtp,audio_features,spotify:track:0gBrJS89BL4r8rqjDEzbtp,0.838,1
2dSOk0ME7K6LjHfW2Bh4ww,Mr Twin Sister,In the House of Yes,0,0.425,https://api.spotify.com/v1/audio-analysis/2dSOk0ME7K6LjHfW2Bh4ww,0.695,400874,0.578,0.9390000000000001,7,0.146,-11.593,0,0.0525,110.0,4,https://api.spotify.com/v1/tracks/2dSOk0ME7K6LjHfW2Bh4ww,audio_features,spotify:track:2dSOk0ME7K6LjHfW2Bh4ww,0.698,1
3QFCf2P0GcM5cKaf6cek4S,Nils Frahm,Says,0,0.862,https://api.spotify.com/v1/audio-analysis/3QFCf2P0GcM5cKaf6cek4S,0.217,498000,0.23,0.898,0,0.725,-12.790999999999999,0,0.0324,149.76,4,https://api.spotify.com/v1/tracks/3QFCf2P0GcM5cKaf6cek4S,audio_features,spotify:track:3QFCf2P0GcM5cKaf6cek4S,0.0742,1
5mSjJvTv9l5X2CblEa2ehN,Lykke Li,Gunshot,48,0.0751,https://api.spotify.com/v1/audio-analysis/5mSjJvTv9l5X2CblEa2ehN,0.523,204160,0.621,0.0022600000000000003,0,0.0895,-5.535,0,0.032,106.961,4,https://api.spotify.com/v1/tracks/5mSjJvTv9l5X2CblEa2ehN,audio_features,spotify:track:5mSjJvTv9l5X2CblEa2ehN,0.35,1
2KxIMZDazuXN3yvPC6Kqwn,Run The Jewels,Blockbuster Night Part 1,4,0.0312,https://api.spotify.com/v1/audio-analysis/2KxIMZDazuXN3yvPC6Kqwn,0.642,152253,0.523,1.97e-06,1,0.0568,-7.999,0,0.36,76.32600000000001,4,https://api.spotify.com/v1/tracks/2KxIMZDazuXN3yvPC6Kqwn,audio_features,spotify:track:2KxIMZDazuXN3yvPC6Kqwn,0.39399999999999996,1
0Lya7qih1x4wd7BH5eLQVZ,Owen Pallett,I Am Not Afraid,0,0.629,https://api.spotify.com/v1/audio-analysis/0Lya7qih1x4wd7BH5eLQVZ,0.27899999999999997,256013,0.45299999999999996,0.000306,7,0.251,-8.972000000000001,1,0.033,140.208,4,https://api.spotify.com/v1/tracks/0Lya7qih1x4wd7BH5eLQVZ,audio_features,spotify:track:0Lya7qih1x4wd7BH5eLQVZ,0.23800000000000002,1
0QIsRWFUlg4Zrqfa5Du9TC,Perfect Pussy,Interference Fits,22,0.11199999999999999,https://api.spotify.com/v1/audio-analysis/0QIsRWFUlg4Zrqfa5Du9TC,0.161,210549,0.828,0.963,2,0.0702,-4.422,1,0.0532,153.048,4,https://api.spotify.com/v1/tracks/0QIsRWFUlg4Zrqfa5Du9TC,audio_features,spotify:track:0QIsRWFUlg4Zrqfa5Du9TC,0.035,1
7qCZgvV98j6RjUULW1s1it,Spoon,Inside Out,63,0.45899999999999996,https://api.spotify.com/v1/audio-analysis/7qCZgvV98j6RjUULW1s1it,0.621,301960,0.62,0.162,0,0.0771,-4.721,1,0.0293,176.016,4,https://api.spotify.com/v1/tracks/7qCZgvV98j6RjUULW1s1it,audio_features,spotify:track:7qCZgvV98j6RjUULW1s1it,0.515,1
7wdzLe2Gsx1RGqbvYZHASz,Kendrick Lamar,i,65,0.0208,https://api.spotify.com/v1/audio-analysis/7wdzLe2Gsx1RGqbvYZHASz,0.755,231933,0.884,2.97e-06,10,0.248,-5.296,0,0.0638,121.927,4,https://api.spotify.com/v1/tracks/7wdzLe2Gsx1RGqbvYZHASz,audio_features,spotify:track:7wdzLe2Gsx1RGqbvYZHASz,0.897,1
2n5gVJ9fzeX2SSWlLQuyS9,Migos,Fight Night,71,0.182,https://api.spotify.com/v1/audio-analysis/2n5gVJ9fzeX2SSWlLQuyS9,0.8740000000000001,216248,0.706,0.0,1,0.33399999999999996,-5.132000000000001,1,0.207,89.96799999999999,4,https://api.spotify.com/v1/tracks/2n5gVJ9fzeX2SSWlLQuyS9,audio_features,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,0.895,1
2CY92qejUrhyPUASawNVRr,DeJ Loaf,Try Me,57,0.0071,https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr,0.56,217573,0.81,7.93e-06,0,0.24100000000000002,-8.029,0,0.0872,170.044,4,https://api.spotify.com/v1/tracks/2CY92qejUrhyPUASawNVRr,audio_features,spotify:track:2CY92qejUrhyPUASawNVRr,0.247,1
32NyqsVZCk19j39RqGACJI,Against Me!,Transgender Dysphoria Blues,0,0.000523,https://api.spotify.com/v1/audio-analysis/32NyqsVZCk19j39RqGACJI,0.496,196400,0.937,0.26899999999999996,4,0.21,-3.6460000000000004,1,0.0929,104.803,4,https://api.spotify.com/v1/tracks/32NyqsVZCk19j39RqGACJI,audio_features,spotify:track:32NyqsVZCk19j39RqGACJI,0.493,1
7LKnTFcjhEiYKRJEnYm2L4,Ariel Pink,Picture Me Gone,33,6.53e-05,https://api.spotify.com/v1/audio-analysis/7LKnTFcjhEiYKRJEnYm2L4,0.193,339133,0.69,0.0124,7,0.069,-3.727,1,0.0331,110.68,3,https://api.spotify.com/v1/tracks/7LKnTFcjhEiYKRJEnYm2L4,audio_features,spotify:track:7LKnTFcjhEiYKRJEnYm2L4,0.349,1
2D9fFzc8V87QoyDyy8KNRv,Perfume Genius,Fool,42,0.7120000000000001,https://api.spotify.com/v1/audio-analysis/2D9fFzc8V87QoyDyy8KNRv,0.27699999999999997,235747,0.29,0.0459,1,0.228,-8.541,1,0.0332,71.30199999999999,4,https://api.spotify.com/v1/tracks/2D9fFzc8V87QoyDyy8KNRv,audio_features,spotify:track:2D9fFzc8V87QoyDyy8KNRv,0.0609,1
1cG1zCKJKvrORZuEk4bSSY,YG,"Left, Right",41,0.0375,https://api.spotify.com/v1/audio-analysis/1cG1zCKJKvrORZuEk4bSSY,0.7759999999999999,232920,0.731,0.0,2,0.6809999999999999,-8.229,1,0.35,94.97399999999999,4,https://api.spotify.com/v1/tracks/1cG1zCKJKvrORZuEk4bSSY,audio_features,spotify:track:1cG1zCKJKvrORZuEk4bSSY,0.217,1
58L8DXdn3zRWw45bbQT36J,Eno • Hyde,Return,17,0.20199999999999999,https://api.spotify.com/v1/audio-analysis/58L8DXdn3zRWw45bbQT36J,0.254,539960,0.861,0.8059999999999999,11,0.33799999999999997,-5.263,1,0.0455,183.862,3,https://api.spotify.com/v1/tracks/58L8DXdn3zRWw45bbQT36J,audio_features,spotify:track:58L8DXdn3zRWw45bbQT36J,0.573,1
2yWIxP78K1irJMI3TU6CI2,Leon Vynehall,Goodthing,31,0.0932,https://api.spotify.com/v1/audio-analysis/2yWIxP78K1irJMI3TU6CI2,0.6970000000000001,384030,0.752,0.32899999999999996,3,0.128,-10.059,0,0.0781,123.302,4,https://api.spotify.com/v1/tracks/2yWIxP78K1irJMI3TU6CI2,audio_features,spotify:track:2yWIxP78K1irJMI3TU6CI2,0.10400000000000001,1
4I2LbmU2yiY2p6m5gJRcRy,Iceage,The Lord's Favorite,37,0.000322,https://api.spotify.com/v1/audio-analysis/4I2LbmU2yiY2p6m5gJRcRy,0.235,229000,0.93,0.000106,6,0.11599999999999999,-5.687,0,0.133,119.572,4,https://api.spotify.com/v1/tracks/4I2LbmU2yiY2p6m5gJRcRy,audio_features,spotify:track:4I2LbmU2yiY2p6m5gJRcRy,0.355,1
7nhjDgfLkE6qedDaZnRKyp,How To Dress Well,Words I Don't Remember,0,0.855,https://api.spotify.com/v1/audio-analysis/7nhjDgfLkE6qedDaZnRKyp,0.515,378253,0.217,0.46299999999999997,3,0.598,-13.382,0,0.0351,80.015,4,https://api.spotify.com/v1/tracks/7nhjDgfLkE6qedDaZnRKyp,audio_features,spotify:track:7nhjDgfLkE6qedDaZnRKyp,0.20600000000000002,1
35BPa35qnh3lx3HcPQuP8f,White Lung,Face Down,0,0.000185,https://api.spotify.com/v1/audio-analysis/35BPa35qnh3lx3HcPQuP8f,0.51,156787,0.996,0.21100000000000002,9,0.0321,-2.636,1,0.16699999999999998,119.08,4,https://api.spotify.com/v1/tracks/35BPa35qnh3lx3HcPQuP8f,audio_features,spotify:track:35BPa35qnh3lx3HcPQuP8f,0.163,1
3IL43TRkEnh4buGOZ1Brb5,Grouper,Clearing,48,0.991,https://api.spotify.com/v1/audio-analysis/3IL43TRkEnh4buGOZ1Brb5,0.23,281680,0.0432,0.932,6,0.105,-23.066,1,0.042,89.58200000000001,4,https://api.spotify.com/v1/tracks/3IL43TRkEnh4buGOZ1Brb5,audio_features,spotify:track:3IL43TRkEnh4buGOZ1Brb5,0.136,1
78KxiGK4nYvgaZwMVq563C,Azealia Banks,Chasing Time,0,0.013000000000000001,https://api.spotify.com/v1/audio-analysis/78KxiGK4nYvgaZwMVq563C,0.655,210187,0.894,0.0,6,0.107,-5.8870000000000005,1,0.17800000000000002,127.809,4,https://api.spotify.com/v1/tracks/78KxiGK4nYvgaZwMVq563C,audio_features,spotify:track:78KxiGK4nYvgaZwMVq563C,0.409,1
4sw9fuaWzpleFc3yso4EWT,Parquet Courts,Sunbathing Animal,0,0.0211,https://api.spotify.com/v1/audio-analysis/4sw9fuaWzpleFc3yso4EWT,0.315,232360,0.9890000000000001,0.005529999999999999,6,0.5820000000000001,-2.131,1,0.0964,173.71,4,https://api.spotify.com/v1/tracks/4sw9fuaWzpleFc3yso4EWT,audio_features,spotify:track:4sw9fuaWzpleFc3yso4EWT,0.371,1
1biaQhHvIfSNhRJ4cc3M45,Makthaverskan,Asleep,24,0.0067,https://api.spotify.com/v1/audio-analysis/1biaQhHvIfSNhRJ4cc3M45,0.316,244507,0.797,0.0372,9,0.0775,-5.59,1,0.0355,172.645,4,https://api.spotify.com/v1/tracks/1biaQhHvIfSNhRJ4cc3M45,audio_features,spotify:track:1biaQhHvIfSNhRJ4cc3M45,0.723,1
0e3zWbR4OmfqBum6aMhTL5,Pharmakon,Bestial Burden,15,0.0232,https://api.spotify.com/v1/audio-analysis/0e3zWbR4OmfqBum6aMhTL5,0.0838,425314,0.5529999999999999,0.82,8,0.183,-4.987,1,0.0395,73.28699999999999,4,https://api.spotify.com/v1/tracks/0e3zWbR4OmfqBum6aMhTL5,audio_features,spotify:track:0e3zWbR4OmfqBum6aMhTL5,0.0389,1
11Kul1T6RWIvvuh5ctCAgo,Röyksopp,Do It Again,33,0.00217,https://api.spotify.com/v1/audio-analysis/11Kul1T6RWIvvuh5ctCAgo,0.617,306427,0.674,0.00498,5,0.0808,-5.367999999999999,0,0.0497,123.958,4,https://api.spotify.com/v1/tracks/11Kul1T6RWIvvuh5ctCAgo,audio_features,spotify:track:11Kul1T6RWIvvuh5ctCAgo,0.765,1
6gmhFrUjNhwWIAWMYw2qmb,Rae Sremmurd,No Flex Zone,0,0.00787,https://api.spotify.com/v1/audio-analysis/6gmhFrUjNhwWIAWMYw2qmb,0.93,231244,0.508,0.0,1,0.0855,-6.1,1,0.13,120.05,4,https://api.spotify.com/v1/tracks/6gmhFrUjNhwWIAWMYw2qmb,audio_features,spotify:track:6gmhFrUjNhwWIAWMYw2qmb,0.22899999999999998,1
0xHajFt9da19XukzC2z1Sk,Rustie,Attak (feat. Danny Brown),49,0.0358,https://api.spotify.com/v1/audio-analysis/0xHajFt9da19XukzC2z1Sk,0.384,181107,0.853,0.0,2,0.51,-5.412000000000001,0,0.275,136.813,4,https://api.spotify.com/v1/tracks/0xHajFt9da19XukzC2z1Sk,audio_features,spotify:track:0xHajFt9da19XukzC2z1Sk,0.7490000000000001,1
6RucBHK1vrbuZFWPzsGfvc,A Sunny Day In Glasgow,In Love With Useless (The Timeless Geometry in the Tradition of Passing),0,0.000547,https://api.spotify.com/v1/audio-analysis/6RucBHK1vrbuZFWPzsGfvc,0.397,307307,0.789,0.0389,8,0.233,-3.554,1,0.0327,133.964,4,https://api.spotify.com/v1/tracks/6RucBHK1vrbuZFWPzsGfvc,audio_features,spotify:track:6RucBHK1vrbuZFWPzsGfvc,0.193,1
1MKNjAo6vqWmxmcQynTRsi,Shellac,Dude Incredible,0,0.00992,https://api.spotify.com/v1/audio-analysis/1MKNjAo6vqWmxmcQynTRsi,0.345,360173,0.747,0.629,7,0.10300000000000001,-11.255,1,0.0597,156.02700000000002,4,https://api.spotify.com/v1/tracks/1MKNjAo6vqWmxmcQynTRsi,audio_features,spotify:track:1MKNjAo6vqWmxmcQynTRsi,0.66,1
0UT3lKFiynoSzRFF07ksir,Ought,Habit,33,0.095,https://api.spotify.com/v1/audio-analysis/0UT3lKFiynoSzRFF07ksir,0.444,364369,0.76,0.0971,2,0.102,-6.122000000000001,1,0.0429,111.54700000000001,4,https://api.spotify.com/v1/tracks/0UT3lKFiynoSzRFF07ksir,audio_features,spotify:track:0UT3lKFiynoSzRFF07ksir,0.599,1
3G4uzZ4PCrTiMAny3uOhnW,Father John Misty,Bored In The USA,0,0.888,https://api.spotify.com/v1/audio-analysis/3G4uzZ4PCrTiMAny3uOhnW,0.485,262000,0.134,0.0,2,0.326,-10.630999999999998,0,0.033,96.50200000000001,4,https://api.spotify.com/v1/tracks/3G4uzZ4PCrTiMAny3uOhnW,audio_features,spotify:track:3G4uzZ4PCrTiMAny3uOhnW,0.28,1
4B4bGFXHnHxBFp4QS2CkGc,Arca,Thievery,23,0.024,https://api.spotify.com/v1/audio-analysis/4B4bGFXHnHxBFp4QS2CkGc,0.536,153704,0.6890000000000001,0.19,6,0.0579,-5.782,1,0.0463,89.109,4,https://api.spotify.com/v1/tracks/4B4bGFXHnHxBFp4QS2CkGc,audio_features,spotify:track:4B4bGFXHnHxBFp4QS2CkGc,0.17,1
6w6SW8zyEcyxwSR7Wya45a,Vince Staples,Blue Suede,58,0.10800000000000001,https://api.spotify.com/v1/audio-analysis/6w6SW8zyEcyxwSR7Wya45a,0.415,218040,0.745,6.69e-05,7,0.526,-5.902,1,0.174,84.926,4,https://api.spotify.com/v1/tracks/6w6SW8zyEcyxwSR7Wya45a,audio_features,spotify:track:6w6SW8zyEcyxwSR7Wya45a,0.46799999999999997,1
0aSpn0HWIzgf81YPysS9EA,Preoccupations,Continental Shelf,17,0.000638,https://api.spotify.com/v1/audio-analysis/0aSpn0HWIzgf81YPysS9EA,0.41600000000000004,198514,0.9079999999999999,0.9259999999999999,0,0.159,-6.142,1,0.0509,114.464,4,https://api.spotify.com/v1/tracks/0aSpn0HWIzgf81YPysS9EA,audio_features,spotify:track:0aSpn0HWIzgf81YPysS9EA,0.599,1
68rdZO4AcPakdi2zaS7kPI,Cloud Nothings,I'm Not Part of Me,42,0.0524,https://api.spotify.com/v1/audio-analysis/68rdZO4AcPakdi2zaS7kPI,0.389,275309,0.955,0.652,1,0.0815,-4.962,1,0.0599,86.927,4,https://api.spotify.com/v1/tracks/68rdZO4AcPakdi2zaS7kPI,audio_features,spotify:track:68rdZO4AcPakdi2zaS7kPI,0.431,1
2R01LGl2cVSQknTrHhaUPt,Protomartyr,"Scum, Rise!",0,0.00297,https://api.spotify.com/v1/audio-analysis/2R01LGl2cVSQknTrHhaUPt,0.304,157467,0.8909999999999999,0.228,2,0.091,-5.581,1,0.0437,180.43900000000002,4,https://api.spotify.com/v1/tracks/2R01LGl2cVSQknTrHhaUPt,audio_features,spotify:track:2R01LGl2cVSQknTrHhaUPt,0.6409999999999999,1
3YvBwNrIZnV6CbP2rsrLOh,Hundred Waters,Murmurs,0,0.632,https://api.spotify.com/v1/audio-analysis/3YvBwNrIZnV6CbP2rsrLOh,0.35200000000000004,209949,0.425,0.00677,9,0.16699999999999998,-9.797,1,0.0388,88.165,4,https://api.spotify.com/v1/tracks/3YvBwNrIZnV6CbP2rsrLOh,audio_features,spotify:track:3YvBwNrIZnV6CbP2rsrLOh,0.111,1
2aLJLYZe3dkIvMM9wGb4Gw,ILOVEMAKONNEN,I Don't Sell Molly No More,49,0.00555,https://api.spotify.com/v1/audio-analysis/2aLJLYZe3dkIvMM9wGb4Gw,0.74,184490,0.49700000000000005,0.0,8,0.33399999999999996,-5.309,1,0.152,147.026,4,https://api.spotify.com/v1/tracks/2aLJLYZe3dkIvMM9wGb4Gw,audio_features,spotify:track:2aLJLYZe3dkIvMM9wGb4Gw,0.067,1
5IFT828rayO2vEwYlCp6Tu,The New Pornographers,War on the East Coast,32,0.0503,https://api.spotify.com/v1/audio-analysis/5IFT828rayO2vEwYlCp6Tu,0.465,238160,0.94,0.0022600000000000003,0,0.11900000000000001,-4.775,1,0.0487,157.055,4,https://api.spotify.com/v1/tracks/5IFT828rayO2vEwYlCp6Tu,audio_features,spotify:track:5IFT828rayO2vEwYlCp6Tu,0.575,1
07kI5LYtAjVtKtt6wSvgDk,Cymbals Eat Guitars,Jackson,1,0.6629999999999999,https://api.spotify.com/v1/audio-analysis/07kI5LYtAjVtKtt6wSvgDk,0.424,374120,0.7509999999999999,0.0831,4,0.0805,-5.127999999999999,1,0.0412,112.571,3,https://api.spotify.com/v1/tracks/07kI5LYtAjVtKtt6wSvgDk,audio_features,spotify:track:07kI5LYtAjVtKtt6wSvgDk,0.33899999999999997,1
7e5Hsql3Sq8756JQ3mdQeX,DJ Quik,Pet Semetary,21,0.26,https://api.spotify.com/v1/audio-analysis/7e5Hsql3Sq8756JQ3mdQeX,0.877,246144,0.635,5.89e-06,9,0.105,-3.352,0,0.13,100.005,4,https://api.spotify.com/v1/tracks/7e5Hsql3Sq8756JQ3mdQeX,audio_features,spotify:track:7e5Hsql3Sq8756JQ3mdQeX,0.5710000000000001,1
0pD9y0aR0ycBdVMJIlTFFB,Merchandise,Green Lady,15,0.0007769999999999999,https://api.spotify.com/v1/audio-analysis/0pD9y0aR0ycBdVMJIlTFFB,0.409,268733,0.805,0.7959999999999999,1,0.146,-7.667999999999999,1,0.0296,97.111,4,https://api.spotify.com/v1/tracks/0pD9y0aR0ycBdVMJIlTFFB,audio_features,spotify:track:0pD9y0aR0ycBdVMJIlTFFB,0.35100000000000003,1
0ZevHxlrIqo4j8BBELnRm1,Steve Gunn,Milly's Garden,0,0.0117,https://api.spotify.com/v1/audio-analysis/0ZevHxlrIqo4j8BBELnRm1,0.444,333633,0.631,0.6659999999999999,11,0.11,-11.455,1,0.031,128.024,4,https://api.spotify.com/v1/tracks/0ZevHxlrIqo4j8BBELnRm1,audio_features,spotify:track:0ZevHxlrIqo4j8BBELnRm1,0.445,1
14Rcq31SafFBHNEwXrtR2B,Drake,"Hold On, We're Going Home",25,0.00415,https://api.spotify.com/v1/audio-analysis/14Rcq31SafFBHNEwXrtR2B,0.7759999999999999,227880,0.413,2.68e-05,6,0.0724,-7.438,0,0.0952,100.00299999999999,4,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,audio_features,spotify:track:14Rcq31SafFBHNEwXrtR2B,0.287,1
4cAgkb0ifwn0FSHGXnr4F6,Kanye West,New Slaves,65,0.166,https://api.spotify.com/v1/audio-analysis/4cAgkb0ifwn0FSHGXnr4F6,0.579,256093,0.59,1.09e-05,1,0.096,-4.322,1,0.0708,150.189,4,https://api.spotify.com/v1/tracks/4cAgkb0ifwn0FSHGXnr4F6,audio_features,spotify:track:4cAgkb0ifwn0FSHGXnr4F6,0.361,1
3t87C08isN6yw2DnWOorLm,Vampire Weekend,Hannah Hunt,60,0.7170000000000001,https://api.spotify.com/v1/audio-analysis/3t87C08isN6yw2DnWOorLm,0.345,237973,0.313,0.000822,4,0.1,-10.097999999999999,1,0.0681,207.96900000000002,4,https://api.spotify.com/v1/tracks/3t87C08isN6yw2DnWOorLm,audio_features,spotify:track:3t87C08isN6yw2DnWOorLm,0.16399999999999998,1
2LWMF10STZqYY9a3YqBiOG,Arcade Fire,Reflektor,57,0.0445,https://api.spotify.com/v1/audio-analysis/2LWMF10STZqYY9a3YqBiOG,0.589,453949,0.72,0.0142,11,0.364,-8.33,0,0.0309,111.602,4,https://api.spotify.com/v1/tracks/2LWMF10STZqYY9a3YqBiOG,audio_features,spotify:track:2LWMF10STZqYY9a3YqBiOG,0.648,1
1OPRqekUHVWzzRNZnROTkk,Ciara,Body Party,28,0.0179,https://api.spotify.com/v1/audio-analysis/1OPRqekUHVWzzRNZnROTkk,0.594,234053,0.573,0.0,2,0.629,-6.303999999999999,1,0.0571,134.185,4,https://api.spotify.com/v1/tracks/1OPRqekUHVWzzRNZnROTkk,audio_features,spotify:track:1OPRqekUHVWzzRNZnROTkk,0.115,1
6golelYKuy85o3u0cxIxFK,HAIM,The Wire,60,0.0127,https://api.spotify.com/v1/audio-analysis/6golelYKuy85o3u0cxIxFK,0.547,245293,0.635,5.01e-06,2,0.0585,-5.569,1,0.13699999999999998,113.678,4,https://api.spotify.com/v1/tracks/6golelYKuy85o3u0cxIxFK,audio_features,spotify:track:6golelYKuy85o3u0cxIxFK,0.525,1
1BltsyC5W3SAABdxyrDXwi,Disclosure,Latch,21,0.0159,https://api.spotify.com/v1/audio-analysis/1BltsyC5W3SAABdxyrDXwi,0.503,255632,0.727,9.449999999999999e-05,1,0.0895,-5.456,1,0.16699999999999998,121.985,4,https://api.spotify.com/v1/tracks/1BltsyC5W3SAABdxyrDXwi,audio_features,spotify:track:1BltsyC5W3SAABdxyrDXwi,0.521,1
6l3A2EWZSOA8LTMmzRCyD3,Deafheaven,Dream House,48,6.84e-06,https://api.spotify.com/v1/audio-analysis/6l3A2EWZSOA8LTMmzRCyD3,0.11599999999999999,554573,0.804,0.9159999999999999,7,0.384,-4.669,1,0.0766,82.211,4,https://api.spotify.com/v1/tracks/6l3A2EWZSOA8LTMmzRCyD3,audio_features,spotify:track:6l3A2EWZSOA8LTMmzRCyD3,0.0957,1
59ZIrPBaCOmLrweJOGHZOD,Autre Ne Veut,Play by Play,0,0.03,https://api.spotify.com/v1/audio-analysis/59ZIrPBaCOmLrweJOGHZOD,0.35,313707,0.8440000000000001,0.0,1,0.177,-4.1610000000000005,0,0.0438,114.64,4,https://api.spotify.com/v1/tracks/59ZIrPBaCOmLrweJOGHZOD,audio_features,spotify:track:59ZIrPBaCOmLrweJOGHZOD,0.10400000000000001,1
42GcjriRK6srwHkfbkBqVl,Kanye West,Blood On The Leaves,68,0.396,https://api.spotify.com/v1/audio-analysis/42GcjriRK6srwHkfbkBqVl,0.45399999999999996,359800,0.69,0.0,2,0.10099999999999999,-4.1080000000000005,0,0.157,171.989,4,https://api.spotify.com/v1/tracks/42GcjriRK6srwHkfbkBqVl,audio_features,spotify:track:42GcjriRK6srwHkfbkBqVl,0.37,1
0i62I5HJlzIVu2FALBmBPx,Sky Ferreira,I Blame Myself,42,0.35,https://api.spotify.com/v1/audio-analysis/0i62I5HJlzIVu2FALBmBPx,0.6920000000000001,237040,0.7390000000000001,0.0,1,0.32,-4.122,1,0.0374,115.014,4,https://api.spotify.com/v1/tracks/0i62I5HJlzIVu2FALBmBPx,audio_features,spotify:track:0i62I5HJlzIVu2FALBmBPx,0.8190000000000001,1
0fAehaneUJdlSlWXYe1KZp,Earl Sweatshirt,Sunday,63,0.278,https://api.spotify.com/v1/audio-analysis/0fAehaneUJdlSlWXYe1KZp,0.716,205800,0.568,1.98e-06,2,0.385,-8.904,1,0.212,136.894,4,https://api.spotify.com/v1/tracks/0fAehaneUJdlSlWXYe1KZp,audio_features,spotify:track:0fAehaneUJdlSlWXYe1KZp,0.905,1
78J9MBkAoqfvyeEpQKJDzD,Vampire Weekend,Step,65,0.591,https://api.spotify.com/v1/audio-analysis/78J9MBkAoqfvyeEpQKJDzD,0.624,251627,0.7240000000000001,7.79e-06,10,0.10099999999999999,-7.1129999999999995,1,0.10099999999999999,78.008,4,https://api.spotify.com/v1/tracks/78J9MBkAoqfvyeEpQKJDzD,audio_features,spotify:track:78J9MBkAoqfvyeEpQKJDzD,0.624,1
3UNPA9XgUNAStNazmC67yF,Blood Orange,You're Not Good Enough,1,0.18899999999999997,https://api.spotify.com/v1/audio-analysis/3UNPA9XgUNAStNazmC67yF,0.74,261360,0.7979999999999999,0.00128,0,0.305,-6.55,1,0.146,119.964,4,https://api.spotify.com/v1/tracks/3UNPA9XgUNAStNazmC67yF,audio_features,spotify:track:3UNPA9XgUNAStNazmC67yF,0.5710000000000001,1
6oF3Es1YzzmLKjGBfThUvD,Drake,Worst Behavior,14,0.158,https://api.spotify.com/v1/audio-analysis/6oF3Es1YzzmLKjGBfThUvD,0.779,270187,0.799,0.0,9,0.209,-6.359,1,0.15,109.944,4,https://api.spotify.com/v1/tracks/6oF3Es1YzzmLKjGBfThUvD,audio_features,spotify:track:6oF3Es1YzzmLKjGBfThUvD,0.414,1
19shiCDzoSq6cqZxZFx1EM,Kurt Vile,Wakin On A Pretty Day,31,0.0484,https://api.spotify.com/v1/audio-analysis/19shiCDzoSq6cqZxZFx1EM,0.38,570693,0.777,0.7490000000000001,11,0.262,-8.201,1,0.0356,102.111,4,https://api.spotify.com/v1/tracks/19shiCDzoSq6cqZxZFx1EM,audio_features,spotify:track:19shiCDzoSq6cqZxZFx1EM,0.519,1
2IqjKEBiz0CdLKdkXhxw84,James Blake,Retrograde,68,0.873,https://api.spotify.com/v1/audio-analysis/2IqjKEBiz0CdLKdkXhxw84,0.5329999999999999,223600,0.251,0.10400000000000001,7,0.134,-11.283,0,0.0372,77.503,4,https://api.spotify.com/v1/tracks/2IqjKEBiz0CdLKdkXhxw84,audio_features,spotify:track:2IqjKEBiz0CdLKdkXhxw84,0.18600000000000003,1
6ddqBHpdgaM8nWYZZDdTqP,Majical Cloudz,Childhood's End,34,0.409,https://api.spotify.com/v1/audio-analysis/6ddqBHpdgaM8nWYZZDdTqP,0.37200000000000005,228535,0.413,0.528,4,0.106,-9.512,0,0.0379,126.60700000000001,3,https://api.spotify.com/v1/tracks/6ddqBHpdgaM8nWYZZDdTqP,audio_features,spotify:track:6ddqBHpdgaM8nWYZZDdTqP,0.16,1
0FC0A4pl5mGYaS2JporIuU,Danny Brown,Kush Coma (feat. A$AP Rocky & Zelooperz),49,0.0050100000000000006,https://api.spotify.com/v1/audio-analysis/0FC0A4pl5mGYaS2JporIuU,0.574,281012,0.965,0.0,1,0.188,-4.643,1,0.11599999999999999,130.776,4,https://api.spotify.com/v1/tracks/0FC0A4pl5mGYaS2JporIuU,audio_features,spotify:track:0FC0A4pl5mGYaS2JporIuU,0.301,1
