id,artist,name,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,87,0.00671,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,0.605,187147,0.822,0.134,0,0.147,-4.833,1,0.0438,167.997,4,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,audio_features,spotify:track:1zB4vmk8tFRmM9UULNzbLB,0.288
2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,84,0.0722,https://api.spotify.com/v1/audio-analysis/2RSHsoi04658QL5xgQVov3,0.383,260773,0.637,0.0,3,0.368,-6.993,1,0.0703,177.913,4,https://api.spotify.com/v1/tracks/2RSHsoi04658QL5xgQVov3,audio_features,spotify:track:2RSHsoi04658QL5xgQVov3,0.0827
6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,82,0.0841,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.548
3yZQk5PC52CCmT4ZaTIKvv,Panic! At The Disco,This Is Gospel,74,0.00155,https://api.spotify.com/v1/audio-analysis/3yZQk5PC52CCmT4ZaTIKvv,0.572,187187,0.912,1.2e-06,7,0.102,-4.875,1,0.0707,156.073,4,https://api.spotify.com/v1/tracks/3yZQk5PC52CCmT4ZaTIKvv,audio_features,spotify:track:3yZQk5PC52CCmT4ZaTIKvv,0.606
2M8g01v2vUMn39YQ10l7ef,My Chemical Romance,Fake Your Death,57,0.0088,https://api.spotify.com/v1/audio-analysis/2M8g01v2vUMn39YQ10l7ef,0.518,200787,0.772,0.000421,7,0.224,-5.124,1,0.023,100.137,4,https://api.spotify.com/v1/tracks/2M8g01v2vUMn39YQ10l7ef,audio_features,spotify:track:2M8g01v2vUMn39YQ10l7ef,0.499
2EGF4JrisrJ4D4HOdTyYEO,My Chemical Romance,Bulletproof Heart,63,0.00033,https://api.spotify.com/v1/audio-analysis/2EGF4JrisrJ4D4HOdTyYEO,0.405,296733,0.95,3.47e-06,6,0.108,-2.8,1,0.071,139.715,4,https://api.spotify.com/v1/tracks/2EGF4JrisrJ4D4HOdTyYEO,audio_features,spotify:track:2EGF4JrisrJ4D4HOdTyYEO,0.383
1mX6SYJ1ZpcoxQUiER8wOI,My Chemical Romance,SING,64,0.000233,https://api.spotify.com/v1/audio-analysis/1mX6SYJ1ZpcoxQUiER8wOI,0.606,270387,0.942,7.07e-06,2,0.106,-3.618,1,0.0357,110.98,4,https://api.spotify.com/v1/tracks/1mX6SYJ1ZpcoxQUiER8wOI,audio_features,spotify:track:1mX6SYJ1ZpcoxQUiER8wOI,0.373
2YZrjrLRMfGdyue73N6BLY,Angels & Airwaves,Kiss & Tell,61,0.00365,https://api.spotify.com/v1/audio-analysis/2YZrjrLRMfGdyue73N6BLY,0.441,248166,0.872,0.0,2,0.0819,-4.168,1,0.0551,170.015,4,https://api.spotify.com/v1/tracks/2YZrjrLRMfGdyue73N6BLY,audio_features,spotify:track:2YZrjrLRMfGdyue73N6BLY,0.258
1G5EXnIbbiH8ZGHrOej8Jh,Dashboard Confessional,Catch You,31,0.00107,https://api.spotify.com/v1/audio-analysis/1G5EXnIbbiH8ZGHrOej8Jh,0.596,186440,0.925,0.0011,8,0.0778,-4.044,1,0.0501,146.046,4,https://api.spotify.com/v1/tracks/1G5EXnIbbiH8ZGHrOej8Jh,audio_features,spotify:track:1G5EXnIbbiH8ZGHrOej8Jh,0.799
6U9qfZrIF1yr0BdGJlXfdj,Dashboard Confessional,About Us,37,0.0144,https://api.spotify.com/v1/audio-analysis/6U9qfZrIF1yr0BdGJlXfdj,0.532,216293,0.73,0.000168,2,0.0949,-5.385,1,0.0364,150.065,4,https://api.spotify.com/v1/tracks/6U9qfZrIF1yr0BdGJlXfdj,audio_features,spotify:track:6U9qfZrIF1yr0BdGJlXfdj,0.226
4NEAoEh4hZF1Tgp1QXrUHC,Dashboard Confessional,Heart Beat Here,52,0.21,https://api.spotify.com/v1/audio-analysis/4NEAoEh4hZF1Tgp1QXrUHC,0.568,207200,0.302,0.0,6,0.104,-7.817,1,0.0281,83.413,1,https://api.spotify.com/v1/tracks/4NEAoEh4hZF1Tgp1QXrUHC,audio_features,spotify:track:4NEAoEh4hZF1Tgp1QXrUHC,0.214
5hcer4MP5GeHqtSjDYx5AC,Primitive Radio Gods,Standing Outside a Broken Phone Booth with Money in My Hand,54,0.136,https://api.spotify.com/v1/audio-analysis/5hcer4MP5GeHqtSjDYx5AC,0.725,336800,0.614,0.792,0,0.062,-7.015,1,0.0409,95.039,4,https://api.spotify.com/v1/tracks/5hcer4MP5GeHqtSjDYx5AC,audio_features,spotify:track:5hcer4MP5GeHqtSjDYx5AC,0.429
0psPAvx4oypLc00hNVbffK,Primitive Radio Gods,Women,17,0.0571,https://api.spotify.com/v1/audio-analysis/0psPAvx4oypLc00hNVbffK,0.657,258160,0.666,0.857,1,0.0805,-7.547,1,0.0421,120.024,4,https://api.spotify.com/v1/tracks/0psPAvx4oypLc00hNVbffK,audio_features,spotify:track:0psPAvx4oypLc00hNVbffK,0.623
59YMcJAvhYk7NRxr3iLvUu,The Pin-Ups,Narrow Escape,0,0.0144,https://api.spotify.com/v1/audio-analysis/59YMcJAvhYk7NRxr3iLvUu,0.434,218671,0.965,0.0,9,0.0352,-6.271,1,0.101,144.02,4,https://api.spotify.com/v1/tracks/59YMcJAvhYk7NRxr3iLvUu,audio_features,spotify:track:59YMcJAvhYk7NRxr3iLvUu,0.741
2NHcaakPo0TXlXIdzLCMH6,The Pin-Ups,Hardache,0,0.0176,https://api.spotify.com/v1/audio-analysis/2NHcaakPo0TXlXIdzLCMH6,0.348,221675,0.964,0.0,9,0.165,-6.199,1,0.0826,178.613,4,https://api.spotify.com/v1/tracks/2NHcaakPo0TXlXIdzLCMH6,audio_features,spotify:track:2NHcaakPo0TXlXIdzLCMH6,0.558
5ZGEDsSrpiXvBdPUOHKMna,Blue Whale,Shortbread Fingers,2,0.0139,https://api.spotify.com/v1/audio-analysis/5ZGEDsSrpiXvBdPUOHKMna,0.693,187899,0.771,0.799,7,0.272,-7.792,1,0.0396,132.855,3,https://api.spotify.com/v1/tracks/5ZGEDsSrpiXvBdPUOHKMna,audio_features,spotify:track:5ZGEDsSrpiXvBdPUOHKMna,0.862
0SeU0t00tPYF7iK5x0Bcby,Blue Whale,Jack Irons,1,0.000143,https://api.spotify.com/v1/audio-analysis/0SeU0t00tPYF7iK5x0Bcby,0.425,177132,0.651,0.748,11,0.0718,-7.025,0,0.0311,145.134,4,https://api.spotify.com/v1/tracks/0SeU0t00tPYF7iK5x0Bcby,audio_features,spotify:track:0SeU0t00tPYF7iK5x0Bcby,0.346
5rX6C5QVvvZB7XckETNych,Kid Rock,All Summer Long,74,0.0212,https://api.spotify.com/v1/audio-analysis/5rX6C5QVvvZB7XckETNych,0.7,297587,0.864,0.0,7,0.0956,-3.629,1,0.0283,102.997,4,https://api.spotify.com/v1/tracks/5rX6C5QVvvZB7XckETNych,audio_features,spotify:track:5rX6C5QVvvZB7XckETNych,0.887
0f37VQs969vZUL4gVfHRV9,Kid Rock,Bawitdaba,66,0.00172,https://api.spotify.com/v1/audio-analysis/0f37VQs969vZUL4gVfHRV9,0.551,265840,0.939,0.000239,11,0.109,-5.371,1,0.171,90.592,4,https://api.spotify.com/v1/tracks/0f37VQs969vZUL4gVfHRV9,audio_features,spotify:track:0f37VQs969vZUL4gVfHRV9,0.367
19LT4ZUEeoUdimKE04WJJg,Kid Rock,Cowboy,64,0.085,https://api.spotify.com/v1/audio-analysis/19LT4ZUEeoUdimKE04WJJg,0.608,257867,0.897,0.0,1,0.108,-2.921,1,0.291,166.652,4,https://api.spotify.com/v1/tracks/19LT4ZUEeoUdimKE04WJJg,audio_features,spotify:track:19LT4ZUEeoUdimKE04WJJg,0.868
1rAzW6aco1ZtxLRx4XOagB,Kid Rock,Only God Knows Why,61,0.0569,https://api.spotify.com/v1/audio-analysis/1rAzW6aco1ZtxLRx4XOagB,0.628,327667,0.749,0.00204,4,0.134,-5.18,1,0.03,129.2,4,https://api.spotify.com/v1/tracks/1rAzW6aco1ZtxLRx4XOagB,audio_features,spotify:track:1rAzW6aco1ZtxLRx4XOagB,0.31
7vCftgsPYPsRbhTFaXi21Z,Kid Rock,Black Bob,30,0.0537,https://api.spotify.com/v1/audio-analysis/7vCftgsPYPsRbhTFaXi21Z,0.739,331307,0.642,0.000272,0,0.033,-4.025,1,0.0949,141.51,4,https://api.spotify.com/v1/tracks/7vCftgsPYPsRbhTFaXi21Z,audio_features,spotify:track:7vCftgsPYPsRbhTFaXi21Z,0.535
1k29zSC5RfaFYK5bTpK5O3,Kid Rock,I Am the Bullgod,48,0.017,https://api.spotify.com/v1/audio-analysis/1k29zSC5RfaFYK5bTpK5O3,0.423,290493,0.983,0.0,2,0.202,-4.271,1,0.329,177.914,4,https://api.spotify.com/v1/tracks/1k29zSC5RfaFYK5bTpK5O3,audio_features,spotify:track:1k29zSC5RfaFYK5bTpK5O3,0.308
0EbnUc05YEKhZRKgbrZWpq,Buckcherry,Sorry,58,0.0315,https://api.spotify.com/v1/audio-analysis/0EbnUc05YEKhZRKgbrZWpq,0.54,228387,0.773,0.0,2,0.176,-3.627,1,0.0288,130.952,4,https://api.spotify.com/v1/tracks/0EbnUc05YEKhZRKgbrZWpq,audio_features,spotify:track:0EbnUc05YEKhZRKgbrZWpq,0.381
5tORl4if1aYvU7bXHSEafi,Uncle Kracker,Floatin',54,0.0922,https://api.spotify.com/v1/audio-analysis/5tORl4if1aYvU7bXHSEafi,0.624,178817,0.852,0.0,7,0.34,-4.704,1,0.049,95.036,4,https://api.spotify.com/v1/tracks/5tORl4if1aYvU7bXHSEafi,audio_features,spotify:track:5tORl4if1aYvU7bXHSEafi,0.627
1vlEyA6k1o26w0a89tQxTX,Puddle Of Mudd,Uh Oh,48,0.00145,https://api.spotify.com/v1/audio-analysis/1vlEyA6k1o26w0a89tQxTX,0.434,208413,0.818,0.0,11,0.0799,-3.905,1,0.0578,172.061,4,https://api.spotify.com/v1/tracks/1vlEyA6k1o26w0a89tQxTX,audio_features,spotify:track:1vlEyA6k1o26w0a89tQxTX,0.598
3pxCXv0NACYfYnLjFcQW5D,Saving Abel,Addicted,68,0.000821,https://api.spotify.com/v1/audio-analysis/3pxCXv0NACYfYnLjFcQW5D,0.512,222827,0.865,0.0,7,0.0982,-4.146,1,0.0338,138.017,4,https://api.spotify.com/v1/tracks/3pxCXv0NACYfYnLjFcQW5D,audio_features,spotify:track:3pxCXv0NACYfYnLjFcQW5D,0.529
1AgQqthiTBuJBzkv0o5cFT,Saving Abel,The Sex Is Good,56,0.102,https://api.spotify.com/v1/audio-analysis/1AgQqthiTBuJBzkv0o5cFT,0.757,211453,0.634,0.0,5,0.103,-7.993,0,0.0299,119.985,4,https://api.spotify.com/v1/tracks/1AgQqthiTBuJBzkv0o5cFT,audio_features,spotify:track:1AgQqthiTBuJBzkv0o5cFT,0.76
0P0rnpupoEnxJojWHGtn0a,Saving Abel,Drowning (Face Down),52,0.00991,https://api.spotify.com/v1/audio-analysis/0P0rnpupoEnxJojWHGtn0a,0.384,235613,0.871,1.55e-06,7,0.349,-4.034,1,0.0401,159.938,4,https://api.spotify.com/v1/tracks/0P0rnpupoEnxJojWHGtn0a,audio_features,spotify:track:0P0rnpupoEnxJojWHGtn0a,0.321
2UlFbS4EtiIj7uLeUvvOMJ,Saving Abel,18 Days,52,0.0115,https://api.spotify.com/v1/audio-analysis/2UlFbS4EtiIj7uLeUvvOMJ,0.462,231453,0.79,0.0,0,0.323,-4.497,1,0.035,129.976,4,https://api.spotify.com/v1/tracks/2UlFbS4EtiIj7uLeUvvOMJ,audio_features,spotify:track:2UlFbS4EtiIj7uLeUvvOMJ,0.422
6cXxbf1eyxNDkjbGEawVFV,Saving Abel,New Tattoo,46,0.000365,https://api.spotify.com/v1/audio-analysis/6cXxbf1eyxNDkjbGEawVFV,0.467,262613,0.947,0.0,5,0.212,-3.393,1,0.144,157.989,4,https://api.spotify.com/v1/tracks/6cXxbf1eyxNDkjbGEawVFV,audio_features,spotify:track:6cXxbf1eyxNDkjbGEawVFV,0.763
40LQiUUUKXVGyNs09lHVjW,Hinder,Lips Of An Angel,72,0.0217,https://api.spotify.com/v1/audio-analysis/40LQiUUUKXVGyNs09lHVjW,0.476,261853,0.736,1.08e-06,2,0.203,-5.38,1,0.0343,129.084,4,https://api.spotify.com/v1/tracks/40LQiUUUKXVGyNs09lHVjW,audio_features,spotify:track:40LQiUUUKXVGyNs09lHVjW,0.251
10fddGyyeUquZZ2uPTjD7P,Hinder,Better Than Me,63,0.205,https://api.spotify.com/v1/audio-analysis/10fddGyyeUquZZ2uPTjD7P,0.449,223533,0.682,0.0,2,0.175,-5.295,0,0.029,139.924,4,https://api.spotify.com/v1/tracks/10fddGyyeUquZZ2uPTjD7P,audio_features,spotify:track:10fddGyyeUquZZ2uPTjD7P,0.254
24Pi0KCtYWtnKxxzopkcPG,Hinder,Get Stoned,61,0.000417,https://api.spotify.com/v1/audio-analysis/24Pi0KCtYWtnKxxzopkcPG,0.448,218307,0.933,0.000454,7,0.219,-4.082,0,0.0421,75.991,4,https://api.spotify.com/v1/tracks/24Pi0KCtYWtnKxxzopkcPG,audio_features,spotify:track:24Pi0KCtYWtnKxxzopkcPG,0.505
2UZtI2HUyLRzqBjodvcUmY,Theory of a Deadman,Rx (Medicate),71,0.0133,https://api.spotify.com/v1/audio-analysis/2UZtI2HUyLRzqBjodvcUmY,0.639,233173,0.71,0.0,1,0.118,-7.445,1,0.0275,119.989,4,https://api.spotify.com/v1/tracks/2UZtI2HUyLRzqBjodvcUmY,audio_features,spotify:track:2UZtI2HUyLRzqBjodvcUmY,0.378
5m7on0zpnmeAXy72ANrmfU,Theory of a Deadman,Bad Girlfriend,67,0.00298,https://api.spotify.com/v1/audio-analysis/5m7on0zpnmeAXy72ANrmfU,0.504,205627,0.957,0.0,0,0.187,-2.657,1,0.0529,135.013,4,https://api.spotify.com/v1/tracks/5m7on0zpnmeAXy72ANrmfU,audio_features,spotify:track:5m7on0zpnmeAXy72ANrmfU,0.676
5omWAB5iNMHvbAfBSzkdu8,Sick Puppies,You're Going Down,65,0.0116,https://api.spotify.com/v1/audio-analysis/5omWAB5iNMHvbAfBSzkdu8,0.488,187347,0.842,0.00127,6,0.146,-5.926,1,0.0469,90.003,4,https://api.spotify.com/v1/tracks/5omWAB5iNMHvbAfBSzkdu8,audio_features,spotify:track:5omWAB5iNMHvbAfBSzkdu8,0.41
3vIw7vxgUTPtppVwMfhcwo,Sick Puppies,All The Same,56,0.000962,https://api.spotify.com/v1/audio-analysis/3vIw7vxgUTPtppVwMfhcwo,0.311,258587,0.76,0.0,0,0.104,-6.301,1,0.0364,177.592,3,https://api.spotify.com/v1/tracks/3vIw7vxgUTPtppVwMfhcwo,audio_features,spotify:track:3vIw7vxgUTPtppVwMfhcwo,0.189
0BTSQOm7uuLMqMS0PRFA09,Psychic Ills,Meta,9,0.546,https://api.spotify.com/v1/audio-analysis/0BTSQOm7uuLMqMS0PRFA09,0.6,260800,0.612,0.917,2,0.118,-9.104,0,0.0349,110.0,4,https://api.spotify.com/v1/tracks/0BTSQOm7uuLMqMS0PRFA09,audio_features,spotify:track:0BTSQOm7uuLMqMS0PRFA09,0.532
0a2ZX92nOT77StfQd5W4OP,Psychic Ills,Eyes Closed,7,0.978,https://api.spotify.com/v1/audio-analysis/0a2ZX92nOT77StfQd5W4OP,0.61,190600,0.483,0.872,7,0.101,-14.326,1,0.0484,117.773,4,https://api.spotify.com/v1/tracks/0a2ZX92nOT77StfQd5W4OP,audio_features,spotify:track:0a2ZX92nOT77StfQd5W4OP,0.658
5cZ0vCYJ6DYshbCBAYEwAw,Love In Reverse,Fate,0,0.363,https://api.spotify.com/v1/audio-analysis/5cZ0vCYJ6DYshbCBAYEwAw,0.6,194133,0.318,0.0217,11,0.254,-9.91,0,0.123,132.289,4,https://api.spotify.com/v1/tracks/5cZ0vCYJ6DYshbCBAYEwAw,audio_features,spotify:track:5cZ0vCYJ6DYshbCBAYEwAw,0.573
3UGwbKOKqATQ0TcWnyhn5s,Love In Reverse,Wheels,0,0.00263,https://api.spotify.com/v1/audio-analysis/3UGwbKOKqATQ0TcWnyhn5s,0.546,184040,0.727,0.00182,7,0.111,-8.158,0,0.0406,77.116,4,https://api.spotify.com/v1/tracks/3UGwbKOKqATQ0TcWnyhn5s,audio_features,spotify:track:3UGwbKOKqATQ0TcWnyhn5s,0.0926
0gmbgwZ8iqyMPmXefof8Yf,Nickelback,How You Remind Me,79,0.00135,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,0.446,223840,0.764,0.0,10,0.099,-5.042,1,0.033,172.094,4,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,audio_features,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,0.543
6n9yCXvLhnYMgJIiIcMu7D,Nickelback,Rockstar,69,0.0459,https://api.spotify.com/v1/audio-analysis/6n9yCXvLhnYMgJIiIcMu7D,0.616,252040,0.91,0.0,0,0.343,-3.004,1,0.0386,144.073,4,https://api.spotify.com/v1/tracks/6n9yCXvLhnYMgJIiIcMu7D,audio_features,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,0.693
0ADZ5dmXhlfzjMw6lefoPl,Nickelback,Far Away,71,0.000696,https://api.spotify.com/v1/audio-analysis/0ADZ5dmXhlfzjMw6lefoPl,0.518,238173,0.797,0.0,6,0.107,-5.153,1,0.0309,132.915,4,https://api.spotify.com/v1/tracks/0ADZ5dmXhlfzjMw6lefoPl,audio_features,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,0.293
1jq28NGw6wdtFKx8MBPy6C,Nickelback,Burn It to the Ground,71,0.000247,https://api.spotify.com/v1/audio-analysis/1jq28NGw6wdtFKx8MBPy6C,0.617,212347,0.922,0.388,11,0.363,-3.474,1,0.0744,132.059,4,https://api.spotify.com/v1/tracks/1jq28NGw6wdtFKx8MBPy6C,audio_features,spotify:track:1jq28NGw6wdtFKx8MBPy6C,0.6
4QJLKU75Rg4558f4LbDBRi,Nickelback,If Today Was Your Last Day,69,8.67e-05,https://api.spotify.com/v1/audio-analysis/4QJLKU75Rg4558f4LbDBRi,0.485,249067,0.911,0.0,3,0.092,-5.749,1,0.0355,89.956,4,https://api.spotify.com/v1/tracks/4QJLKU75Rg4558f4LbDBRi,audio_features,spotify:track:4QJLKU75Rg4558f4LbDBRi,0.568
2vBiZ7nBe0OqTZKWGP0s4K,Nickelback,Lullaby,65,0.000372,https://api.spotify.com/v1/audio-analysis/2vBiZ7nBe0OqTZKWGP0s4K,0.508,228107,0.832,0.0,11,0.0859,-4.395,1,0.032,136.004,4,https://api.spotify.com/v1/tracks/2vBiZ7nBe0OqTZKWGP0s4K,audio_features,spotify:track:2vBiZ7nBe0OqTZKWGP0s4K,0.404
5ynxx6zC4dgzsMHLYQ04Dc,Seether,Remedy,70,0.000193,https://api.spotify.com/v1/audio-analysis/5ynxx6zC4dgzsMHLYQ04Dc,0.55,207213,0.952,0.000666,8,0.0614,-4.664,1,0.0924,127.804,4,https://api.spotify.com/v1/tracks/5ynxx6zC4dgzsMHLYQ04Dc,audio_features,spotify:track:5ynxx6zC4dgzsMHLYQ04Dc,0.391
3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Here Without You,76,0.0537,https://api.spotify.com/v1/audio-analysis/3NLrRZoMF0Lx6zTlYqeIo4,0.536,238560,0.55,0.0,10,0.134,-6.733,0,0.0248,144.018,4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,audio_features,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,0.234
2VSbEXqs6NbNiZSTcHlIDR,Creed,My Sacrifice,71,0.000101,https://api.spotify.com/v1/audio-analysis/2VSbEXqs6NbNiZSTcHlIDR,0.32,294600,0.88,4.31e-06,2,0.076,-6.035,1,0.0504,146.349,4,https://api.spotify.com/v1/tracks/2VSbEXqs6NbNiZSTcHlIDR,audio_features,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,0.257
1ZozJfi8u9cO2Ob8KwiwNT,Creed,Higher,69,5.15e-05,https://api.spotify.com/v1/audio-analysis/1ZozJfi8u9cO2Ob8KwiwNT,0.459,316733,0.83,0.00014,2,0.206,-6.254,1,0.0364,155.826,4,https://api.spotify.com/v1/tracks/1ZozJfi8u9cO2Ob8KwiwNT,audio_features,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,0.431
1ZozJfi8u9cO2Ob8KwiwNT,Creed,Higher,69,5.15e-05,https://api.spotify.com/v1/audio-analysis/1ZozJfi8u9cO2Ob8KwiwNT,0.459,316733,0.83,0.00014,2,0.206,-6.254,1,0.0364,155.826,4,https://api.spotify.com/v1/tracks/1ZozJfi8u9cO2Ob8KwiwNT,audio_features,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,0.431
0eKyHwckh9vQb8ncZ2DXCs,Creed,With Arms Wide Open,65,0.00425,https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs,0.41,274800,0.539,0.00089,0,0.117,-8.412,1,0.0302,138.852,4,https://api.spotify.com/v1/tracks/0eKyHwckh9vQb8ncZ2DXCs,audio_features,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,0.141
2R5uY1gbIKzGB1yAOH067s,Daughtry,Over You,57,0.0174,https://api.spotify.com/v1/audio-analysis/2R5uY1gbIKzGB1yAOH067s,0.425,204661,0.922,0.0,3,0.104,-2.6,1,0.0412,156.045,4,https://api.spotify.com/v1/tracks/2R5uY1gbIKzGB1yAOH067s,audio_features,spotify:track:2R5uY1gbIKzGB1yAOH067s,0.564
01mWFDRL40UlnbOXya5gqm,Daughtry,Waiting for Superman,63,0.00276,https://api.spotify.com/v1/audio-analysis/01mWFDRL40UlnbOXya5gqm,0.558,267333,0.667,0.0,0,0.0641,-6.041,1,0.0265,105.991,4,https://api.spotify.com/v1/tracks/01mWFDRL40UlnbOXya5gqm,audio_features,spotify:track:01mWFDRL40UlnbOXya5gqm,0.402
6q4XLE5WeOBWftoc9gTl2P,Daughtry,No Surprise,59,0.00741,https://api.spotify.com/v1/audio-analysis/6q4XLE5WeOBWftoc9gTl2P,0.508,270640,0.823,0.0,3,0.104,-3.711,1,0.031,95.98,4,https://api.spotify.com/v1/tracks/6q4XLE5WeOBWftoc9gTl2P,audio_features,spotify:track:6q4XLE5WeOBWftoc9gTl2P,0.152
2yXyz4NLTZx9CLdXfLTp5E,Breaking Benjamin,I Will Not Bow,72,0.000165,https://api.spotify.com/v1/audio-analysis/2yXyz4NLTZx9CLdXfLTp5E,0.533,216733,0.955,1.36e-05,8,0.38,-3.708,1,0.0653,107.984,4,https://api.spotify.com/v1/tracks/2yXyz4NLTZx9CLdXfLTp5E,audio_features,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,0.55
0faXHILILebCGnJBPU6KJJ,Breaking Benjamin,The Diary of Jane - Single Version,69,7.13e-05,https://api.spotify.com/v1/audio-analysis/0faXHILILebCGnJBPU6KJJ,0.392,200547,0.964,0.0387,10,0.106,-4.441,0,0.0644,167.024,4,https://api.spotify.com/v1/tracks/0faXHILILebCGnJBPU6KJJ,audio_features,spotify:track:0faXHILILebCGnJBPU6KJJ,0.269
2UDumaw7osnyjH7RZ2DLpB,Three Days Grace,I Am Machine,68,1.29e-05,https://api.spotify.com/v1/audio-analysis/2UDumaw7osnyjH7RZ2DLpB,0.402,200147,0.97,2.62e-06,2,0.189,-4.538,0,0.0668,75.106,4,https://api.spotify.com/v1/tracks/2UDumaw7osnyjH7RZ2DLpB,audio_features,spotify:track:2UDumaw7osnyjH7RZ2DLpB,0.476
5Z6UMh8TMzxXslMc3bRXy1,Three Days Grace,The Mountain,67,0.000572,https://api.spotify.com/v1/audio-analysis/5Z6UMh8TMzxXslMc3bRXy1,0.492,198360,0.932,4.75e-06,10,0.123,-4.689,1,0.052,92.497,4,https://api.spotify.com/v1/tracks/5Z6UMh8TMzxXslMc3bRXy1,audio_features,spotify:track:5Z6UMh8TMzxXslMc3bRXy1,0.33
5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,Last Resort,81,0.000481,https://api.spotify.com/v1/audio-analysis/5W8YXBz9MTIDyrpYaCg2Ky,0.589,199907,0.89,0.00082,4,0.201,-3.719,0,0.0603,90.598,4,https://api.spotify.com/v1/tracks/5W8YXBz9MTIDyrpYaCg2Ky,audio_features,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,0.692
5cRPdqpWkaNmIbPi6wJDg2,Papa Roach,Born For Greatness,68,0.0571,https://api.spotify.com/v1/audio-analysis/5cRPdqpWkaNmIbPi6wJDg2,0.525,227847,0.85,0.0,9,0.0555,-5.469,0,0.0678,134.115,4,https://api.spotify.com/v1/tracks/5cRPdqpWkaNmIbPi6wJDg2,audio_features,spotify:track:5cRPdqpWkaNmIbPi6wJDg2,0.275
1UREw2MCfU0xwBzCAjxlUD,Papa Roach,Scars,65,0.0783,https://api.spotify.com/v1/audio-analysis/1UREw2MCfU0xwBzCAjxlUD,0.471,208186,0.936,0.0,11,0.171,-3.354,1,0.0448,89.881,4,https://api.spotify.com/v1/tracks/1UREw2MCfU0xwBzCAjxlUD,audio_features,spotify:track:1UREw2MCfU0xwBzCAjxlUD,0.45
6EaGMOSWL2LndwY6gClBaD,Papa Roach,Help,66,0.00085,https://api.spotify.com/v1/audio-analysis/6EaGMOSWL2LndwY6gClBaD,0.383,214797,0.9,1.94e-06,7,0.271,-5.42,1,0.134,183.96,4,https://api.spotify.com/v1/tracks/6EaGMOSWL2LndwY6gClBaD,audio_features,spotify:track:6EaGMOSWL2LndwY6gClBaD,0.286
3TbRLwdfpIGAznxfHJpq0V,Ghostland Observatory,Glitter,33,0.0138,https://api.spotify.com/v1/audio-analysis/3TbRLwdfpIGAznxfHJpq0V,0.866,186227,0.661,0.00496,2,0.113,-5.943,1,0.431,124.941,4,https://api.spotify.com/v1/tracks/3TbRLwdfpIGAznxfHJpq0V,audio_features,spotify:track:3TbRLwdfpIGAznxfHJpq0V,0.567
4RIOLCCpcG5TAm5LqgHQrb,Ghostland Observatory,That's Right,22,0.00327,https://api.spotify.com/v1/audio-analysis/4RIOLCCpcG5TAm5LqgHQrb,0.751,151813,0.916,0.314,0,0.352,-5.196,1,0.0395,131.927,4,https://api.spotify.com/v1/tracks/4RIOLCCpcG5TAm5LqgHQrb,audio_features,spotify:track:4RIOLCCpcG5TAm5LqgHQrb,0.957
5wOFllzGkLPhvQV8Ui0zUi,Ghostland Observatory,Miracles,24,0.00591,https://api.spotify.com/v1/audio-analysis/5wOFllzGkLPhvQV8Ui0zUi,0.876,174707,0.669,0.51,1,0.0685,-4.885,1,0.0544,134.995,4,https://api.spotify.com/v1/tracks/5wOFllzGkLPhvQV8Ui0zUi,audio_features,spotify:track:5wOFllzGkLPhvQV8Ui0zUi,0.898
