dpmb,sex,age,race,educ,polaff,polrig,mmtrust,pref_fox,pref_cnn,pref_bbc,pref_nyt,pref_wsj,pref_npr
-0.38,1.00,1.00,0.00,1.00,2.00,3.67,0.00,0.00,1.00,0.00,1.00,0.00,1.00
-0.38,0.00,0.00,0.00,0.00,2.00,3.17,0.00,0.00,0.00,0.00,1.00,1.00,0.00
0.63,1.00,1.00,1.00,1.00,3.00,3.50,1.00,0.00,0.00,1.00,1.00,0.00,1.00
-0.38,0.00,1.00,0.00,0.00,2.00,2.83,0.00,0.00,0.00,1.00,1.00,0.00,1.00
3.13,1.00,1.00,0.00,1.00,2.00,3.67,1.00,0.00,0.00,1.00,1.00,0.00,1.00
1.25,1.00,0.00,1.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,0.00,1.00,0.00
1.25,1.00,1.00,0.00,1.00,2.00,3.67,1.00,0.00,1.00,0.00,1.00,1.00,0.00
0.88,1.00,0.00,1.00,1.00,2.00,3.67,1.00,0.00,1.00,0.00,0.00,1.00,0.00
-0.50,0.00,0.00,0.00,0.00,2.00,1.67,0.00,1.00,1.00,0.00,0.00,0.00,0.00
0.88,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00
-0.60,0.00,0.00,1.00,1.00,2.00,2.67,0.00,1.00,1.00,0.00,1.00,0.00,0.00
0.75,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,1.00,0.00,1.00
-0.63,1.00,1.00,0.00,0.00,2.00,3.50,0.00,0.00,1.00,0.00,1.00,0.00,0.00
-0.63,1.00,1.00,0.00,0.00,2.00,3.17,0.00,0.00,0.00,0.00,1.00,1.00,0.00
0.63,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.50,0.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,1.00,1.00,0.00,0.00,0.00
-0.75,1.00,0.00,0.00,0.00,2.00,3.67,0.00,0.00,1.00,0.00,1.00,1.00,0.00
0.48,0.00,0.00,1.00,0.00,2.00,3.67,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.38,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,1.00,0.00,0.00
-1.00,1.00,1.00,0.00,1.00,2.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0.25,0.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,1.00,1.00,0.00,1.00
0.24,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.18,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,1.00,0.00,0.00,1.00
0.06,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,1.00,1.00,0.00
0.10,1.00,0.00,0.00,0.00,2.00,3.67,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1.00,0.00,0.00,0.00,0.00,3.00,3.67,1.00,0.00,1.00,0.00,1.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,1.00,0.00,1.00
3.38,1.00,0.00,1.00,0.00,2.00,3.83,1.00,0.00,1.00,0.00,1.00,1.00,1.00
0.00,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,1.00,1.00,0.00,1.00
1.88,0.00,1.00,0.00,0.00,2.00,3.83,1.00,0.00,1.00,0.00,1.00,0.00,0.00
1.25,1.00,1.00,0.00,0.00,2.00,3.83,1.00,0.00,0.00,1.00,0.00,0.00,1.00
0.00,1.00,0.00,1.00,0.00,2.00,3.33,0.00,0.00,1.00,0.00,1.00,0.00,1.00
0.00,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.75,1.00,1.00,0.00,1.00,2.00,3.83,1.00,0.00,1.00,0.00,1.00,0.00,1.00
0.50,1.00,1.00,0.00,1.00,2.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.38,1.00,0.00,0.00,0.00,2.00,3.83,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.50,1.00,0.00,1.00,0.00,2.00,3.33,0.00,0.00,1.00,0.00,1.00,0.00,0.00
0.50,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,1.00,1.00,1.00,0.00,0.00
0.50,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,1.00,0.00,1.00,0.00,0.00
0.10,1.00,0.00,0.00,0.00,3.00,3.83,1.00,0.00,0.00,0.00,1.00,1.00,1.00
0.10,1.00,0.00,0.00,0.00,3.00,3.83,1.00,0.00,1.00,1.00,1.00,0.00,0.00
0.50,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.50,1.00,1.00,1.00,1.00,2.00,3.33,0.00,0.00,0.00,1.00,1.00,1.00,0.00
0.50,1.00,0.00,1.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.50,0.00,0.00,0.00,1.00,2.00,3.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0.50,1.00,1.00,0.00,0.00,2.00,3.33,0.00,0.00,1.00,0.00,1.00,0.00,0.00
0.50,1.00,1.00,0.00,1.00,2.00,3.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00
1.02,1.00,1.00,0.00,0.00,1.00,4.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
2.25,1.00,1.00,0.00,1.00,2.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
0.50,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.50,1.00,0.00,0.00,0.00,2.00,3.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0.50,1.00,1.00,0.00,1.00,2.00,3.33,0.00,0.00,1.00,0.00,1.00,0.00,0.00
0.50,1.00,0.00,1.00,0.00,2.00,3.33,0.00,0.00,1.00,0.00,0.00,1.00,1.00
1.88,1.00,0.00,0.00,1.00,2.00,4.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
1.88,1.00,1.00,0.00,1.00,2.00,4.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00
3.24,1.00,1.00,1.00,1.00,3.00,4.67,0.00,0.00,0.00,0.00,1.00,0.00,1.00
0.90,1.00,0.00,0.00,0.00,2.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
0.90,1.00,1.00,0.00,1.00,2.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.80,0.00,0.00,0.00,0.00,3.00,4.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00
0.63,0.00,0.00,0.00,0.00,1.00,4.17,1.00,0.00,0.00,0.00,1.00,0.00,1.00
1.50,0.00,1.00,0.00,0.00,3.00,2.67,0.00,1.00,0.00,1.00,0.00,1.00,0.00
1.50,0.00,1.00,0.00,0.00,3.00,2.67,0.00,1.00,0.00,1.00,0.00,0.00,0.00
1.25,0.00,1.00,0.00,0.00,3.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,1.00,0.00,3.00,4.17,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0.80,1.00,1.00,0.00,1.00,1.00,4.17,1.00,0.00,1.00,0.00,1.00,0.00,0.00
3.50,0.00,0.00,0.00,0.00,2.00,4.17,1.00,0.00,0.00,1.00,1.00,0.00,1.00
1.88,1.00,1.00,0.00,1.00,2.00,4.17,1.00,0.00,0.00,1.00,0.00,0.00,1.00
0.88,0.00,1.00,0.00,0.00,3.00,3.83,0.00,0.00,0.00,1.00,0.00,0.00,1.00
0.88,0.00,0.00,0.00,0.00,3.00,3.67,0.00,0.00,1.00,0.00,1.00,0.00,0.00
1.88,0.00,1.00,0.00,0.00,2.00,4.17,1.00,0.00,1.00,1.00,0.00,1.00,0.00
0.88,0.00,1.00,0.00,1.00,3.00,2.83,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0.88,0.00,1.00,0.00,0.00,3.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
0.75,1.00,1.00,1.00,1.00,3.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
1.63,1.00,0.00,0.00,0.00,2.00,4.17,1.00,0.00,0.00,1.00,0.00,1.00,1.00
1.50,0.00,1.00,0.00,0.00,2.00,4.17,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.88,1.00,1.00,1.00,0.00,3.00,4.17,1.00,0.00,0.00,0.00,1.00,1.00,1.00
0.60,1.00,1.00,1.00,1.00,3.00,3.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
1.00,0.00,1.00,1.00,0.00,3.00,4.17,1.00,0.00,1.00,1.00,0.00,1.00,0.00
0.50,1.00,1.00,0.00,0.00,3.00,3.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0.50,0.00,0.00,0.00,0.00,3.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
0.50,0.00,1.00,0.00,0.00,3.00,2.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0.38,1.00,0.00,0.00,0.00,3.00,3.83,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0.38,0.00,0.00,0.00,0.00,3.00,3.67,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0.38,0.00,0.00,0.00,0.00,3.00,3.50,0.00,1.00,1.00,1.00,0.00,0.00,0.00
0.38,0.00,0.00,0.00,0.00,3.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,1.00,4.33,1.00,0.00,0.00,1.00,1.00,0.00,1.00
3.00,1.00,1.00,0.00,1.00,2.00,4.33,1.00,0.00,0.00,1.00,1.00,0.00,1.00
0.38,0.00,1.00,0.00,1.00,3.00,2.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0.38,0.00,1.00,0.00,1.00,3.00,2.67,0.00,1.00,0.00,0.00,0.00,1.00,0.00
0.38,0.00,0.00,0.00,0.00,3.00,1.83,0.00,0.00,0.00,1.00,1.00,1.00,0.00
0.25,0.00,1.00,0.00,0.00,3.00,3.67,0.00,0.00,0.00,0.00,1.00,0.00,1.00
2.25,1.00,0.00,1.00,0.00,2.00,4.33,1.00,0.00,1.00,1.00,0.00,0.00,0.00
2.25,1.00,1.00,0.00,1.00,2.00,4.33,1.00,0.00,1.00,0.00,1.00,1.00,0.00
0.13,0.00,0.00,0.00,0.00,3.00,2.50,0.00,0.00,0.00,0.00,1.00,0.00,1.00
0.13,0.00,1.00,1.00,1.00,3.00,1.83,0.00,1.00,0.00,0.00,0.00,1.00,0.00
0.06,1.00,0.00,0.00,0.00,3.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.68,1.00,1.00,1.00,1.00,2.00,4.33,1.00,0.00,0.00,0.00,1.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,3.00,2.33,0.00,1.00,1.00,1.00,1.00,1.00,1.00
0.00,0.00,1.00,1.00,1.00,3.00,1.50,0.00,0.00,0.00,1.00,0.00,1.00,0.00
1.56,1.00,0.00,0.00,0.00,2.00,4.33,1.00,0.00,0.00,1.00,1.00,0.00,0.00
1.50,1.00,1.00,0.00,1.00,2.00,4.33,1.00,1.00,0.00,0.00,1.00,1.00,0.00
1.50,1.00,0.00,0.00,0.00,2.00,4.33,1.00,0.00,0.00,1.00,0.00,1.00,1.00
-0.13,1.00,0.00,0.00,0.00,3.00,3.17,0.00,0.00,0.00,0.00,1.00,0.00,1.00
1.08,0.00,0.00,0.00,0.00,2.00,4.33,1.00,0.00,0.00,1.00,0.00,0.00,0.00
-0.13,0.00,1.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
-0.24,0.00,1.00,0.00,1.00,3.00,2.67,0.00,0.00,0.00,1.00,1.00,0.00,1.00
-0.25,1.00,0.00,0.00,0.00,3.00,2.83,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1.13,0.00,0.00,0.00,0.00,1.00,4.50,1.00,0.00,0.00,1.00,1.00,0.00,0.00
-0.25,0.00,1.00,0.00,0.00,3.00,2.17,0.00,1.00,0.00,0.00,0.00,1.00,0.00
-0.25,0.00,1.00,1.00,0.00,3.00,1.17,0.00,0.00,0.00,1.00,0.00,1.00,0.00
-0.30,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
2.34,1.00,1.00,0.00,1.00,2.00,4.50,1.00,0.00,1.00,1.00,1.00,0.00,0.00
2.28,1.00,1.00,0.00,1.00,2.00,4.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.50,1.00,1.00,0.00,1.00,3.00,4.50,1.00,0.00,0.00,0.00,1.00,1.00,1.00
-0.50,1.00,1.00,1.00,1.00,3.00,2.17,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-0.54,0.00,1.00,0.00,0.00,3.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-0.60,1.00,1.00,1.00,0.00,3.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
3.13,0.00,1.00,0.00,1.00,2.00,4.67,1.00,0.00,0.00,1.00,1.00,0.00,0.00
-0.78,1.00,0.00,1.00,0.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
2.88,1.00,1.00,1.00,0.00,2.00,4.67,1.00,0.00,1.00,0.00,1.00,0.00,0.00
-0.88,0.00,0.00,0.00,0.00,3.00,2.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00
-0.90,0.00,1.00,0.00,1.00,3.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1.00,1.00,0.00,0.00,0.00,3.00,1.67,0.00,0.00,0.00,1.00,0.00,0.00,1.00
2.76,1.00,0.00,0.00,0.00,2.00,4.67,1.00,0.00,0.00,0.00,0.00,1.00,1.00
-1.25,1.00,1.00,0.00,1.00,3.00,1.83,0.00,1.00,0.00,0.00,0.00,1.00,0.00
2.52,1.00,1.00,1.00,0.00,2.00,4.67,1.00,0.00,0.00,1.00,1.00,0.00,1.00
0.00,1.00,1.00,0.00,0.00,3.00,3.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2.64,0.00,0.00,1.00,0.00,3.00,4.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.70,0.00,1.00,0.00,1.00,3.00,4.83,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,0.00,0.00,0.00,0.00,1.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,1.00,1.00,1.00,0.00,3.00,3.33,0.00,0.00,1.00,0.00,0.00,1.00,0.00
3.18,0.00,0.00,0.00,0.00,2.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,1.00,1.00,0.00,1.00,3.00,3.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00
3.00,1.00,1.00,0.00,1.00,2.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
0.00,0.00,1.00,0.00,0.00,3.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,1.00,0.00,3.00,3.33,0.00,0.00,0.00,1.00,0.00,0.00,1.00
0.00,0.00,1.00,0.00,1.00,3.00,3.33,0.00,0.00,0.00,1.00,0.00,0.00,1.00
3.30,1.00,0.00,0.00,0.00,2.00,5.17,1.00,0.00,1.00,1.00,0.00,0.00,0.00
3.30,1.00,0.00,1.00,0.00,2.00,5.50,1.00,0.00,1.00,0.00,1.00,0.00,0.00
0.00,1.00,1.00,0.00,1.00,3.00,3.33,0.00,0.00,0.00,0.00,1.00,0.00,1.00
